Rank,username,Name,Category,Subscribers,Audience Country,Avg. Views,Avg. Likes
700,Americanvogue,Vogue,Fashion,11900000,United States,185800,6700
701,jordanmatter,Jordan Matter,Music & DanceHumor,11900000,United States,11500000,180600
702,TTfue,Tfue,AnimationVideo games,11900000,United States,169800,7100
703,RaptorGamer,RaptorGamer,AnimationVideo games,11900000,Mexico,868300,39700
704,CHHOTU KI MASTI,CHHOTU KI MASTI,Other,11900000,India,2300000,20400
705,htbhakti,Sonotek Bhakti,Music & Dance,11900000,India,28500,210
706,EU FICO LOKO,EU FICO LOKO,Other,11900000,Brazil,14400,888
707,AvrilLavigne,Avril Lavigne,Music & Dance,11800000,United States,177000,14200
708,NichLmao,NichLmao,Daily vlogs,11800000,United States,4900000,353700
709,TastyCompot,Compot,Video games,11800000,Russia,1200000,56900
710,MBCMASR,MBC مصر,Other,11700000,Egypt,2000,25
711,geonews,Geo News,News & Politics,11700000,Pakistan,3800,53
712,TsMadaan,TsMadaan,Education,11700000,India,15200,1300
713,CNCO,CNCO,Music & Dance,11700000,Mexico,22200,5600
714,Kluna Tik,Kluna Tik,Other,11700000,United States,309400,4200
715,FrontaL Gaming,FrontaL Gaming,MoviesAnimation,11700000,Other,190900,13100
716,Yudist Ardhana,Yudist Ardhana,Movies,11700000,Indonesia,341800,11500
717,MORGENSHTERN,MORGENSHTERN,Music & DanceMovies,11700000,Russia,1500000,109200
718,TommyInnit,TommyInnit,AnimationVideo games,11700000,United States,2400000,184700
719,Nat and Essie,Nat and Essie,Toys,11700000,United States,25600,259
720,Dani Russo Tv,Dani Russo Tv,AnimationHumor,11700000,Other,18100,1900
721,DANIEL EL TRAVIESO VIDEOS,DANIEL EL TRAVIESO VIDEOS,AnimationHumor,11700000,Colombia,4000000,94800
722,Gulshan Kalra,Gulshan Kalra,Other,11700000,India,3400000,378200
723,Technology Gyan,Technology Gyan,Other,11700000,India,582900,39900
724,luansantanaoficial,Luan Santana,Music & Dance,11700000,Brazil,9800000,83400
725,Natti Natasha,Natti Natasha,Music & Dance,11700000,United States,332200,93800
726,Ajay Sharma,Ajay Sharma,Other,11700000,India,1400000,83800
727,eltreceok,El Trece,News & Politics,11700000,Other,5800,53
728,Narendra Modi,Narendra Modi,Science & TechnologyNews & Politics,11700000,India,37300,1500
729,WiederDude,WiederDude,Other,11700000,United States,2600000,49000
730,Koo Koo TV - Hindi,Koo Koo TV - Hindi,Other,11700000,India,442000,4500
731,Garena Free Fire LATAM,Garena Free Fire LATAM,Other,11700000,Mexico,459700,3100
732,MrTimbaVk,Timba Vk,AnimationVideo games,11700000,Mexico,689300,33500
733,emma chamberlain,emma chamberlain,Food & Drinks,11600000,United States,5300000,492600
734,SMOL,SMOL,Other,11600000,United States,1300000,46400
735,elrubius,Rubius Z,MoviesAnimation,11500000,Argentina,1600000,119400
736,lokdhuntv,Wave Music Bhakti ,Music & Dance,11500000,Other,6600,153
737,Halsey,Halsey,News & Politics,11500000,United States,36000,4400
738,E-MasterSensei,E-MasterSensei,MoviesVideo games,11500000,Mexico,989600,65700
739,Jamuna TV,Jamuna TV,News & Politics,11500000,Bangladesh,33900,925
740,kidstvindia,Kids TV India Hindi Nursery Rhymes,Education,11500000,Other,165900,1100
741,123 GO!,123 GO!,DIY & Life Hacks,11500000,United States,1000000,8200
742,SBTonline,SBT,Other,11500000,Brazil,259,45
743,hoiitsroi,Wassabi,MoviesHumor,11500000,United States,73600,3800
744,Pragati Verma Shorts,Pragati Verma Shorts,Other,11500000,India,3400000,276900
745,FirstWeFeast,First We Feast,Food & Drinks,11500000,United States,264500,6700
746,MTV2,Wild 'N Out,Music & DanceHumor,11500000,United States,256700,6700
747,FelipeViktor,LipaoGamer,MoviesAnimation,11500000,Brazil,137400,8900
748,Tiana,Tiana,Video gamesHumor,11500000,United Kingdom,207100,5300
749,Hero Movies 2022,Hero Movies 2022,Daily vlogs,11500000,India,30600,294
750,Луномосик,Луномосик,Video games,11500000,Russia,2100000,68800
751,الجانب المُشرق | Bright Side Arabic,الجانب المُشرق | Bright Side Arabic,Other,11500000,Egypt,30700,892
752,ExpCaseros,ExpCaseros,DIY & Life HacksFood & Drinks,11500000,Spain,62100,2200
753,CrazyRussianHacker,CrazyRussianHacker,AnimationToys,11500000,United States,62900,2200
754,Akon,Akon,Music & Dance,11500000,Brazil,85300,6800
755,VyQwaint,Vy Qwaint,Video gamesHumor,11500000,United States,2000000,38200
756,办公室小野 Ms Yeah,办公室小野 Ms Yeah,Other,11500000,United States,183200,12400
757,storybots,Netflix Jr.,AnimationHumor,11400000,Other,51300,154
758,BBCEarth,BBC Earth,Other,11400000,United States,71700,2000
759,YoungBoy Never Broke Again,YoungBoy Never Broke Again,Music & Dance,11400000,United States,5600000,273300
760,Ya - Alisa,Ya - Alisa,Other,11300000,Other,2600,16
761,GoldminesAction,GoldminesAction,Other,11300000,Other,12000,139
762,blackeyedpeasvideo,Black Eyed Peas,Music & Dance,11300000,United States,174900,8300
763,realannoyingorange,Annoying Orange,MoviesAnimation,11300000,United States,259600,8800
764,Star Casablanca | نجوم الدار البيضاء,Star Casablanca | نجوم الدار البيضاء,Music & Dance,11300000,Iraq,30700,1600
765,MashaBearUkraine,Маша та Ведмідь,Education,11300000,Other,236900,1300
766,TiempodeSol,Duo Tiempo De Sol,Music & DanceAnimation,11300000,Other,197600,710
767,Biperysusamigos,Biper y sus Amigos,Music & DanceMovies,11300000,Other,155900,0
768,CaptainSparklez,CaptainSparklez,Video games,11300000,United States,167100,17200
769,Bispo Bruno Leonardo,Bispo Bruno Leonardo,Music & Dance,11300000,Brazil,655900,238000
770,UnspeakableGaming,UnspeakableGaming,Video games,11300000,United States,581100,11300
771,epicfortnite,Fortnite,MoviesVideo games,11300000,United States,152800,6200
772,pocoyotv,POCOYÓ en ESPAÑOL - Canal Oficial,Other,11300000,Other,334500,1300
773,yogawithadriene,Yoga With Adriene,Fitness,11300000,United States,302400,7900
774,Free Fire India Official,Free Fire India Official,Animation,11300000,India,81800,7800
775,crackrockcandy,Maymo,Other,11300000,United States,283400,1000
776,infobellskannada,infobells - Kannada,Education,11300000,Other,173700,805
777,TV9 Bharatvarsh,TV9 Bharatvarsh,News & Politics,11300000,India,8000,137
778,lucygerardi43,Luli Pampín,Music & DanceAnimation,11300000,Other,840600,3500
779,Republic Bharat,Republic Bharat,News & Politics,11300000,India,14200,0
780,Magic Five,Magic Five,Travel,11300000,Russia,2000000,135500
781,CarryisLive,CarryisLive,Other,11300000,India,1000000,84500
782,luzugames,luzugames,AnimationVideo games,11300000,Mexico,327400,44900
783,TheViralFeverVideos,The Viral Fever,MoviesHumor,11300000,India,1200000,56600
784,hawkrecord,Single Track Studio,Music & Dance,11300000,India,1300000,44100
785,elcarteldesantatv,elcarteldesantatv,Music & Dance,11300000,Mexico,103900,7100
786,MC Divertida,MC Divertida,Music & DanceMovies,11200000,Other,387700,3900
787,MaJa Tv Hindi Stories,MaJa Tv Hindi Stories,Other,11200000,India,518700,5500
788,ToysPlay,ToysPlay,AnimationToys,11100000,Other,220100,1200
789,BakLol Video,BakLol Video,MoviesHumor,11100000,India,1000000,18200
790,AlArabiya,AlArabiya العربية,News & Politics,11100000,Algeria,2900,52
791,Avocado Couple I Crazy Comics,Avocado Couple I Crazy Comics,Other,11100000,United States,352900,3200
792,Morphle TV,Morphle TV,AnimationToys,11100000,Other,242000,0
793,watchcut,Cut,Humor,11100000,United States,404700,14600
794,RapGeniusVideo,Genius,Music & DanceMovies,11100000,United States,27100,1100
795,Quantum Tech HD,Quantum Tech HD,Other,11100000,United States,2400000,11000
796,oyabakatousan,"Sen, Momo, Ai & Shii's Channel",Daily vlogs,11100000,Japan,35200,147
797,Mo Vlogs,Mo Vlogs,HumorAutos & Vehicles,11100000,India,342200,16600
798,chotoonz,Chotoonz TV - Funny Cartoons for Kids,Other,11100000,Other,47100,0
799,comedycentral,Comedy Central,MoviesHumor,11100000,United States,31200,799
800,francoescamilla,Franco Escamilla,Other,11100000,Mexico,463400,12800
801,FilmTheorists,The Film Theorists,Movies,11100000,United States,2300000,124100
802,Emily Tube,Emily Tube,AnimationToys,11100000,Other,11600,50
803,Virgínia Fonseca,Virgínia Fonseca,MoviesHumor,11100000,Brazil,554600,49300
804,ExplosmEntertainment,ExplosmEntertainment,MoviesAnimation,11100000,United States,288700,16500
805,Pari's Lifestyle,Pari's Lifestyle,Daily vlogs,11100000,India,1000000,12500
806,bharatzkitchen HINDI,bharatzkitchen HINDI,Other,11100000,India,202100,6100
807,prantoniojunior,Pastor Antônio Júnior,Music & Dance,11100000,Brazil,308900,73100
808,Diana and Roma IND,Diana and Roma IND,Other,11000000,Other,1200000,6500
809,Влад и Никита,Влад и Никита,Toys,11000000,Other,1500000,6300
810,KapilComedyNights,Colors Rishtey,Other,10900000,India,6100,73
811,jpgameplayfull,JP Plays,Video games,10900000,Brazil,225200,11700
812,barbie,Barbie,Other,10900000,Other,83300,1600
813,DemolitionRanch,DemolitionRanch,Video games,10900000,United States,1200000,61200
814,Levinho,Levinho,Other,10900000,India,257600,25700
815,Acenix,Acenix,Video games,10900000,Mexico,2000000,67800
816,TygaTygaTV,Tyga,Music & Dance,10900000,United States,0,0
817,XHuevaX,Hueva,Video games,10900000,Mexico,529300,14900
818,mirandasings08,Miranda Sings,MoviesHumor,10900000,United States,152600,12000
819,Taylor RS,Taylor RS,Other,10900000,United States,96900,542
820,cbstvdinsideedition,Inside Edition,News & Politics,10900000,United States,222200,6000
821,Mrwhosetheboss,Mrwhosetheboss,Science & Technology,10900000,United States,3000000,152000
822,Oum Walid,Oum Walid,Education,10900000,Algeria,492900,24500
823,pinkfongko,핑크퐁 (인기 동요・동화),Education,10900000,South Korea,27800,122
824,Doja Cat,Doja Cat,Music & Dance,10900000,United States,615000,36900
825,HikakinTV,HikakinTV,Music & DanceHumor,10900000,Japan,2600000,46300
826,doctruyencotich,Kênh Thiếu Nhi - BHMEDIA,Music & DanceAnimation,10900000,United States,13400,49
827,videogyan,Videogyan Nursery Rhymes - Kids Songs & Cartoons,Animation,10900000,Other,58700,269
828,Área Secreta,Área Secreta,Movies,10900000,Brazil,136500,23500
829,Dobre Brothers,Dobre Brothers,MoviesHumor,10900000,United States,457900,18500
830,OGGY,OGGY,Other,10900000,Other,245000,2400
831,Flowers Comedy,Flowers Comedy,Other,10900000,India,160300,2200
832,GamesEduUu,Games EduUu,MoviesToys,10900000,Brazil,1500000,206900
833,OYUNCAKOYNUYORUM,OYUNCAKOYNUYORUM,Other,10900000,Other,274300,1300
834,Flamingo,Flamingo,AnimationVideo games,10900000,United States,2000000,68700
835,penguinz0,penguinz0,AnimationVideo games,10800000,United States,1200000,58600
836,N1Noobtubers,웃웃TwinsFromRussia,Daily vlogs,10800000,United States,94200,4900
837,brancoala,Brancoala,MoviesAnimation,10800000,Brazil,626700,13500
838,Experienced Mojaraba TV,Experienced Mojaraba TV,Health & Self HelpFood & Drinks,10700000,United States,0,0
839,sagahits,SagaHits,Music & Dance,10700000,India,283700,6700
840,NEXT9NEWS हर खबर आप तक,NEXT9NEWS हर खबर आप तक,News & Politics,10700000,India,2700,20
841,telugufilmnagar,Telugu Filmnagar,Other,10700000,India,3000,54
842,Jessica Jane,Jessica Jane,Food & Drinks,10700000,Indonesia,1500000,65900
843,Golemcito Games,Golemcito Games,MoviesAnimation,10700000,Peru,1800000,182800
844,TWO SIDE GAMERS,TWO SIDE GAMERS,Other,10700000,India,899800,83500
845,OfficiallyAnneMarie,Anne-Marie,Music & Dance,10700000,India,556600,26900
846,Slogomanify,Slogo,Video games,10700000,United States,273800,12400
847,Vox,Vox,News & Politics,10700000,United States,1300000,32700
848,WarnerBrosPictures,Warner Bros. Pictures,MoviesAnimation,10700000,United States,20400,831
849,Google,Google,Other,10700000,United States,2300000,433
850,AdamThomasMoran,AdamThomasMoran,Video gamesHumor,10700000,Russia,627600,50600
851,GoProCamera,GoPro,Sports,10700000,United States,36300,1400
852,Lofi Girl,Lofi Girl,Music & Dance,10700000,United States,84800,4500
853,Troom Troom Arabic,Troom Troom Arabic,Other,10700000,Egypt,475500,6200
854,Nao FunFun,Nao FunFun,Daily vlogs,10700000,United States,5600,47
855,Ceylin - H Official,Ceylin - H Official,Music & Dance,10700000,Turkey,20200,0
856,stampylonghead,stampylonghead,Video games,10700000,United States,114100,5800
857,Rachit Rojha,Rachit Rojha,Other,10700000,India,0,0
858,zeetamil,Zee Tamil,Other,10700000,India,14300,195
859,Captain Watch Hits,Captain Watch Hits,Other,10600000,India,22700,164
860,Ben Azelart,Ben Azelart,Video gamesHumor,10600000,United States,9000000,236900
861,aljazeerachannel,AlJazeera Channel قناة الجزيرة,News & Politics,10500000,Morocco,8100,142
862,MeKcanal,Matheus e Kauan,Music & Dance,10500000,Brazil,388200,10400
863,tomiii 11,tomiii 11,Daily vlogs,10500000,Mexico,147000,19200
864,TikTak Draw,TikTak Draw,Animation,10500000,Mexico,122600,6100
865,DuDuPopTOY,DuDuPopTOY,AnimationHumor,10500000,Other,7300,75
866,Kids smile TV,Kids smile TV,MoviesToys,10500000,Other,151900,930
867,rangeldovine,Lucas Rangel,Other,10500000,Brazil,36100,3200
868,craftingeek,Craftingeek,Other,10500000,Mexico,269800,7900
869,Vlad and Niki PRT,Vlad and Niki PRT,Other,10500000,Other,1000000,0
870,francinyehlke,Franciny Ehlke,FashionDesign/art,10500000,Brazil,202400,22400
871,BE AMAZED,BE AMAZED,Education,10500000,United States,343300,11100
872,Pen Multiplex,Pen Multiplex,Other,10500000,India,11400,81
873,soicon295,Magnet World,Other,10500000,United States,21000,247
874,"Baby Big Mouth Kids - Sing, Dance, Explore","Baby Big Mouth Kids - Sing, Dance, Explore",AnimationToys,10500000,Other,902,9
875,PinaRecordsVideos,Pina Records,Music & Dance,10500000,Colombia,463100,19400
876,redbull,Red Bull,Sports,10500000,United States,84400,2700
877,BuzzFeedYellow,As/Is,Daily vlogs,10500000,United States,13900,582
878,ChillStepNation,Chill Nation,Music & Dance,10500000,United States,34700,933
879,Alan Chikin Chow,Alan Chikin Chow,Other,10500000,India,12500000,415900
880,Milena Stepanienco - MILENINHA,Milena Stepanienco - MILENINHA,MoviesAnimation,10500000,Brazil,709700,5000
881,قناة وناسة -  Wanasah TV,قناة وناسة -  Wanasah TV,Music & Dance,10500000,Other,1400000,11100
882,sbtthenoite,The Noite com Danilo Gentili,MoviesHumor,10500000,Brazil,14100,763
883,destinws2,SmarterEveryDay,Science & Technology,10500000,United States,808400,43400
884,SaraBeautyCorner,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",DIY & Life Hacks,10500000,United States,72000,4200
885,LA DIVAZA,LA DIVAZA,Music & DanceHumor,10500000,Mexico,995700,83200
886,CJENMMUSIC,Stone Music Entertainment,Music & DanceMovies,10500000,United States,5800,460
887,Caso Cerrado,Caso Cerrado,Animation,10500000,Mexico,359800,4200
888,Primitive Technology,Primitive Technology,DIY & Life Hacks,10500000,United States,2300000,146300
889,Goldmines Housefull,Goldmines Housefull,Other,10500000,Other,23000,0
890,mrplotvideos,Mundo Bita,Music & DanceMovies,10500000,Other,172500,2800
891,Playing with Rafael,Playing with Rafael,Other,10500000,Brazil,20300,597
892,Cris Devil Gamer,Cris Devil Gamer,MoviesAnimation,10500000,United States,499600,15100
893,ctctv,СТС,Video gamesHumor,10500000,Russia,78400,640
894,RDCGujarati,RDC Gujarati,Music & Dance,10500000,India,27600,1200
895,HISHEdotcom,How It Should Have Ended,MoviesAnimation,10400000,United States,1100000,44600
896,ChuChuTV Hindi,ChuChuTV Hindi,Education,10400000,Other,66500,364
897,MrGustavoParodias,Gustavo Paródias,Other,10300000,Brazil,344700,34100
898,historychannel,HISTORY,Movies,10300000,United States,59500,1300
899,Joe HaTTab,Joe HaTTab,Movies,10300000,Somalia,2100000,299700
900,WAMIndiaMovies,Wamindia Movies,Other,10300000,India,7800,65
901,lincolnvelasquez,Cong TV,Other,10300000,Philippines,3900000,223100
902,Pinkfong en español - Canciones Infantiles,Pinkfong en español - Canciones Infantiles,AnimationToys,10300000,Other,59000,273
903,atv,atv,MoviesAnimation,10300000,Turkey,13400,118
904,TwinRoozi 쌍둥이 루지,TwinRoozi 쌍둥이 루지,Daily vlogs,10300000,Indonesia,127700,0
905,AsapSCIENCE,AsapSCIENCE,Science & Technology,10300000,United States,132000,9800
906,rathorvideo,Rathore Cassettes,Other,10300000,India,6000,97
907,KiKiDo,KiKiDo,Video gamesHumor,10300000,Russia,3400000,81300
908,Indore Physical Academy,Indore Physical Academy,Other,10300000,India,213300,17900
909,DalasReview,Dalas Review,Science & Technology,10300000,Mexico,649100,64600
910,Hindi Kahaniya,Hindi Kahaniya,Other,10300000,India,63600,1000
911,Heidi y Zidane en español,Heidi y Zidane en español,Toys,10300000,Other,213000,1200
912,0214mex,はじめしゃちょー（hajime）,Music & DanceHumor,10300000,Japan,1700000,36800
913,Toymong tv 토이몽TV,Toymong tv 토이몽TV,Other,10300000,Other,30100,262
914,cleanbandit,Clean Bandit,Music & Dance,10300000,United States,20300,817
915,Rawan and Rayan,Rawan and Rayan,Other,10300000,Algeria,1300000,81000
916,Hindi Fairy Tales,Hindi Fairy Tales,Other,10300000,India,328100,5900
917,Guns N' Roses,Guns N' Roses,Other,10300000,Brazil,0,0
918,Sab Kuchh Sekho Jano,Sab Kuchh Sekho Jano,News & Politics,10300000,India,18600,1000
919,Peppa Pig Hindi,Peppa Pig Hindi,Education,10200000,Other,309300,2500
920,5-Minute Crafts LIKE,5-Minute Crafts LIKE,Other,10200000,United States,18500,164
921,Lorrayne Oliveira,Lorrayne Oliveira,AnimationHumor,10200000,Brazil,667300,30100
922,NASAtelevision,NASA,News & PoliticsScience & Technology,10100000,United States,76300,3400
923,Heroine Movies 2022,Heroine Movies 2022,Daily vlogs,10100000,India,233300,1600
924,Receitas de Pai,Receitas de Pai,Food & Drinks,10100000,Brazil,100100,12300
925,JessicaJulioeBaby,Laurinha e Helena - Clubinho da Laura,MoviesAnimation,10100000,Brazil,178700,3800
926,Viki Show,Viki Show,Video gamesToys,10100000,Russia,2700000,103000
927,T-STUDIO,T-STUDIO,Other,10100000,Indonesia,132000,3800
928,sadhguru,Sadhguru,Movies,10100000,India,115800,6600
929,Hindi Countdown,Hindi Countdown,Education,10100000,India,4800000,88500
930,ARYNEWSofficial,ARY News,News & Politics,10100000,Pakistan,21900,559
931,Wylsacom,Wylsacom,News & Politics,10100000,Russia,408800,16400
932,вДудь,вДудь,News & Politics,10100000,Russia,7700000,280800
933,Comedy Captain,Comedy Captain,Other,10100000,India,56100,316
934,Danny Fitt,Danny Fitt,Other,10100000,Mexico,1300000,101700
935,Ryan Trahan,Ryan Trahan,Humor,10100000,United States,6300000,299500
936,BBCArabicNews,BBC News عربي,News & Politics,10100000,Morocco,21300,407
937,TomorrowlandChannel,Tomorrowland,Music & Dance,10100000,Brazil,17800,811
938,MTV,MTV,Music & DanceMovies,10100000,United States,70900,2200
939,sonyliv,SonyLIV,Other,10100000,India,6500,80
940,Luan Palomera,Luan Palomera,Other,10100000,Mexico,887100,64200
941,Marta and Rustam,Marta and Rustam,Other,10100000,India,4100000,105400
942,PineappleStormTV,PineappleStormTV,Music & Dance,10100000,Brazil,308400,38100
943,Christian Nodal,Christian Nodal,Music & Dance,10100000,Mexico,0,0
944,miniminter,Miniminter,Video gamesHumor,10100000,United Kingdom,2800000,180700
945,RUOK,RUOK,Other,10100000,Brazil,878900,88200
946,Sơn Tùng M-TP Official,Sơn Tùng M-TP Official,Music & DanceAnimation,10100000,United States,6800000,448200
947,VitalyzdTv,VitalyzdTv,Humor,10100000,United States,0,0
948,5-Minute Recipes,5-Minute Recipes,Other,10100000,India,61800,668
949,Dynamo Gaming,Dynamo Gaming,Other,10100000,India,288600,39000
950,Survival Builder,Survival Builder,Other,10100000,United States,120400,2800
951,Talent Recap,Talent Recap,Music & DanceMovies,10100000,United States,77800,1000
952,ChennaiExp2013,Red Chillies Entertainment,Other,10100000,India,36200,1300
953,BERTH-OH,BERTH-OH,Autos & Vehicles,10100000,Mexico,503600,25100
954,Patty Mayo,Patty Mayo,MoviesHumor,10100000,United States,413400,16500
955,Islam Populer,Islam Populer,Education,10100000,Indonesia,58600,1700
956,singkingkaraoke,Sing King,Music & Dance,10100000,United States,17400,151
957,설기양SULGI,설기양SULGI,ASMRFood & Drinks,10000000,United States,883700,20300
958,Nickelodeon,Nickelodeon,MoviesAnimation,10000000,Other,74900,826
959,The Daily Show with Trevor Noah,The Daily Show with Trevor Noah,News & Politics,10000000,United States,284800,8600
960,timesmusicindia,Times Music,Music & Dance,10000000,India,14200,569
961,familyfunpack,Family Fun Pack,Other,10000000,United States,136300,2400
962,EugenBro,EugenBro,Video games,10000000,Russia,439100,24000
963,barcroftmedia,truly,News & Politics,10000000,United States,45100,0
964,mamilosmolengas,Mussoumano,Music & DanceAnimation,10000000,Brazil,961800,45900
965,Family Box,Family Box,Video games,10000000,Russia,303000,9200
966,[햄지]Hamzy,[햄지]Hamzy,Other,10000000,United States,2800000,57300
967,makebymarimaria,Mari Maria,FashionDIY & Life Hacks,9900000,Brazil,137200,10900
968,BrPVPHu3,João Caetano,Other,9900000,Brazil,593800,49500
969,joycetanner,QPark,Music & DanceHumor,9900000,United States,79500,5400
970,shrutiarjunanand,Shruti Arjun Anand,MoviesHumor,9900000,India,852500,22600
971,ThePersica,Orkun Işıtmak,Animation,9900000,Turkey,2100000,88900
972,MBCkpop,MBCkpop,Music & Dance,9900000,Malaysia,10900,1200
973,OneRepublic,OneRepublic,Music & Dance,9900000,United States,879300,32200
974,Stray Kids,Stray Kids,Music & DanceMovies,9900000,United States,476500,69900
975,ChuChuTV Español,ChuChuTV Español,Toys,9900000,Other,36600,140
976,panicopgm,Programa Panico,Toys,9900000,Brazil,18300,1200
977,TeremokTV,Теремок ТВ,Video games,9900000,Other,111500,535
978,Netflix Latinoamérica,Netflix Latinoamérica,Other,9900000,Other,38100,2200
979,مصطفى GAME OVER,مصطفى GAME OVER,Other,9900000,Iraq,765200,98900
980,htv2channel,Vie Channel - HTV2,Music & Dance,9900000,United States,21500,132
981,hasanjr11,hasanjr11,Other,9800000,Indonesia,6900,553
982,Raditya Dika,Raditya Dika,Food & Drinks,9800000,Indonesia,489900,23200
983,Prince Royce,Prince Royce,Music & Dance,9800000,United States,1100000,19100
984,Oneindia Hindi | वनइंडिया हिंदी,Oneindia Hindi | वनइंडिया हिंदी,News & Politics,9800000,India,2000,27
985,CS Bisht Vines,CS Bisht Vines,Other,9800000,India,6200000,50700
986,TeremokSongs,Теремок - Песенки для детей,Music & Dance,9800000,Russia,185100,1100
987,IniTalkShow,Ini Talk Show,Music & DanceHumor,9800000,Indonesia,18600,430
988,buzzfeedblue,BuzzFeed Multiplayer,AnimationVideo games,9800000,United States,17500,446
989,Eagle Home Entertainments,Eagle Home Entertainments,Other,9800000,India,937,7
990,SULE PRODUCTIONS,SULE PRODUCTIONS,Other,9800000,Indonesia,739500,32600
991,The Voice Global,The Voice Global,Music & Dance,9800000,United States,284000,6000
992,bhaktisongs,Shemaroo Bhakti,Music & Dance,9800000,India,2500,52
993,Larva2011ani,Larva TUBA,Other,9800000,United States,74600,1500
994,DRJ Records Specials ,DRJ Records Specials ,Other,9800000,India,25800,121
995,Doctor Mike,Doctor Mike,Health & Self Help,9800000,United States,1900000,76800
996,123 GO! Hindi,123 GO! Hindi,Other,9800000,India,829500,5900
997,welovekamikaze,welovekamikaze,Other,9700000,Other,2500,68
998,TheSyndicateProject,Syndicate,Video games,9700000,United States,56600,2300
999,DELRECORDS,DEL Records,Music & Dance,9700000,Mexico,724600,23200
1000,BIBI,BIBI,MoviesAnimation,9700000,Other,28200,3700
